keep,rand,default,loan_amount,emp_length,home_ownership,income,loan_purpose,debt_to_income,credit_score,recent_inquiry,delinquent,credit_accounts,bad_public_record,credit_utilization,past_bankrupt
0,0.553050723,0,MEDIUM,2 - 5 years,RENT,MEDIUM,small_business,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.574534494,0,LOW,2 - 5 years,RENT,LOW,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.626124137,0,MEDIUM,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.344612518,0,LOW,2 - 5 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.418615015,1,MEDIUM,2 - 5 years,RENT,MEDIUM,small_business,LOW,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,MEDIUM,NO
1,0.51522115,1,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,AVERAGE,LOW,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
1,0.622697405,1,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.532212328,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.222568584,1,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.51918138,0,MEDIUM,2 - 5 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.79780874,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
1,0.984499855,1,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.820030176,1,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
0,0.358662728,0,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
0,0.612814294,0,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,LOW,HIGH,YES,IN PAST 2 YEARS,MANY,NO,LOW,NO
0,0.199828938,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.341188654,0,HIGH,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.117085961,1,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.358699914,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
0,0.327870118,0,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.698385191,0,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.662633894,0,MEDIUM,2 - 5 years,RENT,HIGH,major_purchase,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.361895638,0,HIGH,2 - 5 years,MORTGAGE,HIGH,home_improvement,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,LOW,NO
0,0.674417996,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.331379716,1,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.12792688,0,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.5675391,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.03359242,0,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.539666274,0,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.197116982,0,LOW,2 - 5 years,RENT,MEDIUM,medical,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
0,0.953777509,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.776176795,0,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,LOW,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
1,0.252873647,1,MEDIUM,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.161636719,1,MEDIUM,2 - 5 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.353326614,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.602690781,0,MEDIUM,2 - 5 years,RENT,LOW,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.00405948,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.038092315,0,MEDIUM,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.458250273,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
0,0.167479667,0,LOW,2 - 5 years,RENT,MEDIUM,moving,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.300661551,0,MEDIUM,< 2 years,MORTGAGE,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
1,0.460013861,1,HIGH,10+ years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.081104384,0,LOW,< 2 years,RENT,LOW,credit_card,HIGH,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.488982825,0,MEDIUM,< 2 years,RENT,MEDIUM,home_improvement,AVERAGE,HIGH,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.964443738,0,MEDIUM,6 - 9 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.882052667,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,credit_card,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
1,0.04680748,0,HIGH,10+ years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.93560528,0,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.255071825,0,MEDIUM,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
1,0.028860019,1,MEDIUM,< 2 years,MORTGAGE,MEDIUM,moving,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
0,0.197764135,0,MEDIUM,< 2 years,OWN,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.221561137,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.971659061,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.570792375,1,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
1,0.979379898,1,HIGH,10+ years,MORTGAGE,MEDIUM,home_improvement,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
1,0.448227444,1,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
1,0.004420663,0,LOW,< 2 years,RENT,MEDIUM,major_purchase,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.609920162,0,LOW,10+ years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,LOW,NO,IN PAST 2 YEARS,FEW,NO,HIGH,NO
0,0.679252308,0,HIGH,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.911230943,0,LOW,6 - 9 years,MORTGAGE,LOW,debt_consolidation,HIGH,AVERAGE,NO,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
1,0.450749657,1,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,LOW,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.767194784,0,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1,0.093504559,0,LOW,2 - 5 years,MORTGAGE,MEDIUM,other,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.705406087,0,LOW,6 - 9 years,MORTGAGE,MEDIUM,vacation,LOW,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.451257875,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.909890132,0,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.401914621,0,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.789855452,0,MEDIUM,< 2 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.730492151,1,HIGH,10+ years,RENT,MEDIUM,vacation,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.45784794,0,MEDIUM,6 - 9 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.508303768,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,credit_card,LOW,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
0,0.384098176,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
1,0.145522252,0,MEDIUM,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
1,0.074397752,0,MEDIUM,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.137741708,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.387034093,0,MEDIUM,2 - 5 years,RENT,MEDIUM,vacation,LOW,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.702874063,0,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.042014147,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.857439773,0,MEDIUM,2 - 5 years,RENT,LOW,small_business,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.355584172,0,LOW,10+ years,MORTGAGE,HIGH,vacation,HIGH,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,LOW,NO
1,0.650695564,1,LOW,2 - 5 years,RENT,LOW,debt_consolidation,LOW,AVERAGE,YES,NEVER,FEW,NO,HIGH,NO
1,0.063459318,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
0,0.651826611,0,MEDIUM,10+ years,OWN,MEDIUM,car,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,YES,MEDIUM,NO
1,0.120663552,0,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
1,0.503386764,1,MEDIUM,10+ years,RENT,LOW,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.996430991,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.187680087,0,LOW,2 - 5 years,MORTGAGE,LOW,home_improvement,HIGH,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.236393288,0,MEDIUM,2 - 5 years,OWN,LOW,other,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
1,0.122267434,0,LOW,10+ years,MORTGAGE,MEDIUM,other,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,LOW,NO
0,0.947799279,0,HIGH,< 2 years,OWN,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.583396098,0,MEDIUM,2 - 5 years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.312815469,0,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
0,0.985412575,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,credit_card,LOW,AVERAGE,YES,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
0,0.28787691,0,MEDIUM,6 - 9 years,MORTGAGE,HIGH,other,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.646583565,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.972065443,1,MEDIUM,6 - 9 years,RENT,HIGH,other,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.510999553,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.694356044,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.520023545,0,LOW,< 2 years,RENT,LOW,other,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,LOW,NO
1,0.006847908,1,HIGH,10+ years,RENT,LOW,small_business,AVERAGE,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
0,0.589736645,0,LOW,6 - 9 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,NO,NEVER,FEW,YES,MEDIUM,YES
0,0.567606385,0,MEDIUM,< 2 years,RENT,MEDIUM,medical,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
1,0.140492682,1,MEDIUM,< 2 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.315475923,0,LOW,6 - 9 years,MORTGAGE,MEDIUM,home_improvement,LOW,HIGH,NO,NEVER,FEW,NO,LOW,NO
0,0.463016976,0,LOW,10+ years,RENT,LOW,small_business,HIGH,HIGH,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.68623199,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.810782351,0,HIGH,2 - 5 years,RENT,MEDIUM,credit_card,LOW,AVERAGE,YES,NEVER,FEW,NO,MEDIUM,NO
1,0.827956761,1,MEDIUM,10+ years,OWN,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.664997856,0,LOW,2 - 5 years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.881773035,0,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.964982822,0,MEDIUM,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.583938721,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.524348845,0,MEDIUM,10+ years,MORTGAGE,LOW,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.584920996,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.930560485,0,HIGH,< 2 years,MORTGAGE,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.166648808,0,LOW,10+ years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.500027874,0,MEDIUM,6 - 9 years,RENT,LOW,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.384859227,0,MEDIUM,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.685174134,0,MEDIUM,< 2 years,MORTGAGE,HIGH,house,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.086807479,0,MEDIUM,6 - 9 years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
1,0.103941826,0,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,LOW,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
0,0.738840538,0,MEDIUM,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.837032922,0,HIGH,6 - 9 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,MEDIUM,NO
0,0.580663625,0,MEDIUM,10+ years,RENT,LOW,other,AVERAGE,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
1,0.121163044,0,MEDIUM,10+ years,MORTGAGE,MEDIUM,credit_card,LOW,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.359439112,0,MEDIUM,< 2 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.677052863,0,MEDIUM,10+ years,RENT,MEDIUM,credit_card,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,MANY,NO,MEDIUM,NO
0,0.544193612,0,MEDIUM,< 2 years,RENT,HIGH,credit_card,LOW,AVERAGE,NO,IN PAST 2 YEARS,FEW,NO,MEDIUM,NO
1,0.882604133,1,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.293322363,1,HIGH,2 - 5 years,RENT,MEDIUM,small_business,LOW,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
1,0.351258699,1,HIGH,6 - 9 years,OWN,MEDIUM,home_improvement,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.857332539,0,MEDIUM,2 - 5 years,OWN,LOW,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.339950105,0,MEDIUM,6 - 9 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
1,0.651038584,1,HIGH,10+ years,OWN,MEDIUM,debt_consolidation,HIGH,LOW,YES,NEVER,MANY,NO,HIGH,NO
0,0.70302019,0,MEDIUM,10+ years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.530358181,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.471112794,0,LOW,< 2 years,RENT,MEDIUM,debt_consolidation,LOW,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.456368965,0,MEDIUM,6 - 9 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.37657152,0,HIGH,2 - 5 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.005479504,0,MEDIUM,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,LOW,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.368670296,0,HIGH,< 2 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.850916184,0,HIGH,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.309274129,1,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,HIGH,NO
1,0.757413109,1,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
1,0.163787716,0,MEDIUM,2 - 5 years,RENT,LOW,other,AVERAGE,AVERAGE,NO,NEVER,FEW,NO,HIGH,NO
1,0.113771935,0,LOW,2 - 5 years,RENT,MEDIUM,credit_card,AVERAGE,HIGH,NO,NEVER,AVERAGE,NO,LOW,NO
1,0.375515234,1,HIGH,10+ years,OWN,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.292025277,1,HIGH,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
0,0.891034205,0,HIGH,2 - 5 years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,AVERAGE,NO,MEDIUM,NO
0,0.21133289,0,LOW,2 - 5 years,RENT,MEDIUM,credit_card,HIGH,LOW,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.288334688,0,HIGH,2 - 5 years,MORTGAGE,MEDIUM,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.790271802,0,MEDIUM,2 - 5 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,NO,NEVER,MANY,NO,HIGH,NO
0,0.882463389,0,HIGH,unemployed,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,MORE THAN 2 YEARS AGO,AVERAGE,NO,HIGH,NO
1,0.132333379,1,LOW,2 - 5 years,RENT,LOW,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
0,0.614025992,0,LOW,2 - 5 years,RENT,MEDIUM,other,LOW,HIGH,NO,NEVER,AVERAGE,NO,MEDIUM,NO
0,0.641485695,0,HIGH,10+ years,RENT,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.160508727,0,HIGH,2 - 5 years,RENT,HIGH,credit_card,AVERAGE,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
1,0.189127374,1,MEDIUM,10+ years,RENT,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,HIGH,NO
0,0.435521874,0,HIGH,10+ years,MORTGAGE,MEDIUM,other,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,MEDIUM,NO
0,0.805638234,0,MEDIUM,2 - 5 years,RENT,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,MEDIUM,NO
0,0.289839798,0,HIGH,6 - 9 years,OWN,HIGH,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.439252944,0,MEDIUM,< 2 years,MORTGAGE,MEDIUM,debt_consolidation,AVERAGE,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.102445368,0,HIGH,2 - 5 years,MORTGAGE,HIGH,debt_consolidation,LOW,HIGH,NO,NEVER,MANY,NO,MEDIUM,NO
0,0.197096706,0,MEDIUM,2 - 5 years,RENT,LOW,credit_card,LOW,AVERAGE,YES,MORE THAN 2 YEARS AGO,FEW,NO,HIGH,NO
0,0.938315677,0,HIGH,6 - 9 years,RENT,MEDIUM,credit_card,HIGH,AVERAGE,YES,NEVER,MANY,NO,MEDIUM,NO
0,0.516612773,0,HIGH,6 - 9 years,MORTGAGE,HIGH,debt_consolidation,LOW,AVERAGE,NO,MORE THAN 2 YEARS AGO,AVERAGE,NO,LOW,NO
0,0.267563811,0,MEDIUM,2 - 5 years,MORTGAGE,LOW,home_improvement,AVERAGE,AVERAGE,YES,IN PAST 2 YEARS,MANY,NO,LOW,NO
0,0.744720372,0,HIGH,6 - 9 years,OWN,HIGH,home_improvement,AVERAGE,AVERAGE,NO,NEVER,MANY,NO,MEDIUM,NO
1,0.671886517,1,MEDIUM,2 - 5 years,RENT,LOW,credit_card,HIGH,AVERAGE,NO,NEVER,AVERAGE,NO,MEDIUM,NO
1,0.82200361,1,HIGH,10+ years,MORTGAGE,HIGH,car,LOW,HIGH,YES,NEVER,MANY,NO,LOW,NO
0,0.309665013,0,MEDIUM,6 - 9 years,MORTGAGE,MEDIUM,debt_consolidation,HIGH,AVERAGE,YES,NEVER,AVERAGE,NO,HIGH,NO
